# Chinese text export for line-by-line editing
# Format:
# [ID] | source | key/path | text
# Edit only the text part after the last "|".

[0054] | src/data/profile.zh.json | projects[0].githubLabel | 仓库
[0055] | src/data/profile.zh.json | projects[0].documentationLabel | 项目报告
[0056] | src/data/profile.zh.json | projects[1].name | 生活场景助手行为研究
[0057] | src/data/profile.zh.json | projects[1].duration | 2026 年 1 月 - 至今
[0058] | src/data/profile.zh.json | projects[1].title | 中文生活场景下的多模型助手行为研究
[0059] | src/data/profile.zh.json | projects[1].description | 一个持续中的产品研究项目，关注不同前沿模型在中文生活场景中的真实交互表现，重点看信任感、节奏感、搜索调用与结案体验。
[0060] | src/data/profile.zh.json | projects[1].features[0] | 围绕消费决策、产品测评、做饭、生活规划与 AI workflow 等真实任务，比较多模型默认行为差异
[0061] | src/data/profile.zh.json | projects[1].features[1] | 分析模型在需求理解、搜索调用、语气风格、推进方式与结案策略上的稳定偏向
[0062] | src/data/profile.zh.json | projects[1].features[2] | 把长期交互观察整理成可复用的比较框架，用于评估需求理解、工具调用、节奏控制、语气风格与结案策略
[0063] | src/data/profile.zh.json | projects[1].stats[0].label | 任务家族
[0064] | src/data/profile.zh.json | projects[1].stats[1].label | 模型主线
[0065] | src/data/profile.zh.json | projects[1].stats[2].label | 稳定比较维度
[0066] | src/data/profile.zh.json | projects[1].technologies[0] | 对话评测
[0067] | src/data/profile.zh.json | projects[1].technologies[1] | 多模型比较
[0068] | src/data/profile.zh.json | projects[1].technologies[2] | 搜索调用
[0069] | src/data/profile.zh.json | projects[1].technologies[3] | 节奏控制
[0070] | src/data/profile.zh.json | projects[1].technologies[4] | 结案策略
[0071] | src/data/profile.zh.json | skills[0].category | 方法
[0072] | src/data/profile.zh.json | skills[0].items[0] | Rubric 设计
[0073] | src/data/profile.zh.json | skills[0].items[1] | 错误分类体系
[0074] | src/data/profile.zh.json | skills[0].items[2] | 案例蒸馏
[0075] | src/data/profile.zh.json | skills[0].items[3] | 多模型分析
[0076] | src/data/profile.zh.json | skills[0].items[4] | 交互策略
[0077] | src/data/profile.zh.json | skills[0].items[5] | 对话评测
[0078] | src/data/profile.zh.json | skills[1].category | 工具
[0079] | src/data/profile.zh.json | skills[1].items[0] | Python
[0080] | src/data/profile.zh.json | skills[1].items[1] | Prompt 设计
[0081] | src/data/profile.zh.json | skills[1].items[2] | 结构化标注
[0082] | src/data/profile.zh.json | skills[1].items[3] | 搜索工作流
[0083] | src/data/profile.zh.json | skills[1].items[4] | 实验设计
[0084] | src/data/profile.zh.json | skills[1].items[5] | 洞察归纳
[0085] | src/data/profile.zh.json | skills[1].items[6] | 轻量原型
[0086] | src/data/profile.zh.json | education[0].degree | 数据科学硕士
[0087] | src/data/profile.zh.json | education[0].institution | 范德堡大学
[0088] | src/data/profile.zh.json | education[0].period | 2024 年 8 月 - 2026 年 5 月（预计）
[0089] | src/data/profile.zh.json | education[1].degree | 计算机科学与统计双学士
[0090] | src/data/profile.zh.json | education[1].institution | 北卡罗来纳大学教堂山分校
[0091] | src/data/profile.zh.json | education[1].period | 2021 年 5 月 - 2024 年 5 月
[0092] | src/data/profile.zh.json | education[1].description | GPA 3.625/4.0，优秀毕业生
[0093] | src/data/profile.zh.json | contact.resume | /董自飞简历.pdf
[0094] | src/data/profile.zh.json | navigation[0].name | 简介
[0095] | src/data/profile.zh.json | navigation[1].name | 研究关注
[0096] | src/data/profile.zh.json | navigation[2].name | 项目
[0097] | src/data/profile.zh.json | navigation[3].name | 研究
[0098] | src/data/profile.zh.json | navigation[4].name | 工具箱
[0099] | src/data/profile.zh.json | navigation[5].name | 教育
[0100] | src/data/profile.zh.json | navigation[6].name | 联系
[0101] | src/data/profile.zh.json | footer.copyright | Copyright {year} 董自飞。

[0102] | src/components/AboutSection.tsx | zh.title | 简介
[0103] | src/components/ContactSection.tsx | zh.title | 目前正在寻找 2026 年 AI 产品与对话式 AI 全职机会
[0104] | src/components/ContactSection.tsx | zh.body | 我重点关注 AI 产品、对话式 AI、AI 陪伴、模型评测与面向用户的大模型应用研究。如果你的团队在做长期交互、中文对话体验、助手策略或评测体系，欢迎联系我。
[0105] | src/components/ContactSection.tsx | zh.resumeButton | 查看简历
[0106] | src/components/ContactSection.tsx | zh.emailButton | 邮件联系
[0107] | src/components/EducationSection.tsx | zh.title | 教育背景
[0108] | src/components/ExperienceSection.tsx | zh.title | 研究方向
[0109] | src/components/ExperienceSection.tsx | zh.intro | 这一部分不再重复列项目，而是概括我持续关注的研究问题与产品判断框架。
[0110] | src/components/Header.tsx | zh.languageToggle | 中文
[0111] | src/components/Header.tsx | zh.resumeAriaLabel | 查看简历
[0112] | src/components/Header.tsx | zh.resumeLabel | 查看简历
[0113] | src/components/HeroSection.tsx | zh.resumeButton | 查看简历
[0114] | src/components/HeroSection.tsx | zh.projectsButton | 查看项目
[0115] | src/components/MobileMenuToggle.tsx | zh.languageToggle | 中文
[0116] | src/components/MobileMenuToggle.tsx | zh.resumeLabel | 查看简历
[0117] | src/components/ProjectsSection.tsx | zh.title | 核心项目
[0118] | src/components/ProjectsSection.tsx | zh.intro | 我把项目写成产品讨论材料，而不只是作品展示：问题是什么，如何结构化评估，最后能为助手设计和模型策略带来什么判断。
[0119] | src/components/ProjectsSection.tsx | zh.focusLabel | 项目主题
[0120] | src/components/ProjectsSection.tsx | zh.outputLabel | 项目产出
[0121] | src/components/ProjectsSection.tsx | zh.moreSuffix | 项
[0122] | src/components/ProjectsSection.tsx | zh.externalLink | 外部链接
[0123] | src/components/ProjectsSection.tsx | zh.documentation | 项目文档
[0124] | src/components/SkillsSection.tsx | zh.title | 方法与工具
[0125] | src/components/SkillsSection.tsx | zh.intro | 把研究方法和实际工具分开写，方便招聘方快速判断我是在做什么分析，以及我是靠什么把它落地。
